Transaction_ID,Sender_Customer_ID,Receiver_Customer_ID,Transaction_Amount_INR,Transaction_Timestamp,Payment_Channel,Origin_Country,Destination_Country,Ground_Truth_Label,Anomaly_Type,VCI,TPS,RTR,GRE,PGDS,S_Historical,S_Behavioral,S_Geographic,WRS,Risk_Tier
T0248813,C0179,C0134,2458856,2025-01-03 08:34:30,IMPS,India,India,0,,0.0,0.0,0.0,0.1,2.8119,32.0,11.25,10.0,16.12,Low
T0107698,C0083,C0106,31087,2024-06-04 12:17:56,SWIFT,Cayman Islands,India,0,,0.0,0.0,0.0,0.375,-0.6061,33.2,0.0,37.5,17.68,Low
T9301154,C0084,C0132,425218,2025-07-01 11:10:28,UPI,India,India,1,Velocity-Spike,23.0,0.0,0.0,0.1,0.2415,47.6,30.97,10.0,29.88,Low
T0002798,C0003,C0099,454213,2024-10-17 15:42:10,SWIFT,UAE,Pakistan,0,,0.0,0.0,0.0,0.625,-0.258,18.0,0.0,62.5,20.12,Low
T0183630,C0139,C0133,1460941,2024-03-25 14:52:00,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.5348,10.8,0.0,10.0,5.2,Low
T9300284,C0049,C0126,297473,2025-04-08 05:43:52,UPI,India,India,1,Velocity-Spike,28.4118,0.0,0.0,0.1,-0.4981,52.0,30.0,10.0,30.5,Low
T0210141,C0157,C0046,162998,2025-03-08 08:56:11,SWIFT,Nigeria,India,0,,0.0,0.0,0.0,0.325,-0.704,58.4,0.0,32.5,22.72,Low
T0255426,C0183,C0032,288154,2025-10-03 04:34:17,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.5123,14.4,0.0,10.0,6.1,Low
T9300970,C0002,C0173,273984,2024-12-15 09:06:23,UPI,India,India,1,Velocity-Spike,28.1667,0.0,1.0,0.1,-0.0837,46.4,50.0,10.0,39.1,Low
T0141307,C0111,C0001,113746,2024-08-27 12:51:02,Card,India,India,0,,0.0,0.0,0.0,0.1,-0.4284,48.0,0.0,10.0,14.5,Low
T0074132,C0058,C0027,282951,2025-11-14 20:19:14,NEFT,Pakistan,India,0,,0.0,0.0,0.0,0.325,-0.5203,34.4,0.0,32.5,16.73,Low
T9300436,C0005,C0029,220577,2025-06-25 17:43:09,UPI,India,India,1,Velocity-Spike,28.0,0.0,0.0,0.1,-0.1986,48.0,30.0,10.0,29.5,Low
T9301240,C0051,C0200,166967,2025-09-25 11:28:03,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.3139,46.4,30.0,10.0,29.1,Low
T0094765,C0072,C0131,278247,2025-08-23 00:14:48,IMPS,Germany,India,0,,0.0,0.0,0.0,0.125,-0.5275,13.2,0.0,12.5,6.42,Low
T0107252,C0082,C0059,5645957,2025-10-27 21:19:27,Card,India,India,0,,0.0,0.0,0.0,0.1,0.9768,9.6,3.91,10.0,6.86,Low
T0086081,C0066,C0064,958500,2025-02-03 04:48:35,IMPS,India,Myanmar,0,,0.0,1.0,0.0,0.8,0.5142,12.8,27.06,80.0,36.73,Low
T0101130,C0077,C0158,564303,2025-10-23 16:26:58,NEFT,USA,India,0,,0.0,0.0,0.0,0.125,-0.0895,33.6,0.0,12.5,11.52,Low
T0218417,C0161,C0002,236042,2024-06-26 23:34:23,Card,Germany,Germany,0,,0.0,0.0,0.0,0.1,-0.5922,10.4,0.0,10.0,5.1,Low
T9300484,C0053,C0064,130732,2024-10-08 01:08:29,UPI,India,India,1,Velocity-Spike,8.0,0.0,0.0,0.1,-0.3918,46.8,24.0,10.0,26.2,Low
T0141078,C0110,C0076,9720,2025-12-07 05:58:53,UPI,Germany,India,0,,0.0,0.0,0.0,0.125,-0.6521,9.6,0.0,12.5,5.52,Low
T0183576,C0139,C0079,820773,2025-07-10 05:50:56,IMPS,India,India,0,,0.0,0.0,0.5093,0.1,-0.7661,10.8,10.19,10.0,10.3,Low
T0245742,C0177,C0028,1699024,2024-08-11 00:47:56,RTGS,Singapore,India,0,,0.0,0.0,0.0,0.125,1.6483,11.2,6.59,12.5,9.22,Low
T0160276,C0119,C0116,1521940,2024-07-01 19:35:59,UPI,Cayman Islands,India,0,,0.0,0.0,0.0,0.375,-0.5128,24.8,0.0,37.5,15.58,Low
T9300133,C0019,C0136,347430,2025-03-20 04:42:09,UPI,Nigeria,India,1,Velocity-Spike,19.0,0.0,0.0,0.325,0.0742,55.6,30.3,32.5,37.17,Low
T9300492,C0053,C0067,142740,2024-10-08 02:56:29,UPI,India,India,1,Velocity-Spike,15.0,0.0,0.0,0.1,-0.366,46.8,30.0,10.0,29.2,Low
T0112953,C0089,C0036,69340,2025-07-23 07:25:34,NEFT,UK,UAE,0,,0.0,0.0,0.0,0.425,-0.5239,10.4,0.0,42.5,13.22,Low
T0026625,C0031,C0063,819950,2024-09-04 14:41:21,UPI,Germany,India,0,,0.0,0.0,0.0,0.125,-0.7664,8.4,0.0,12.5,5.22,Low
T0233264,C0167,C0010,8491742,2024-06-14 23:44:49,NEFT,India,Germany,0,,0.0,0.0,0.0,0.125,2.0047,10.8,8.02,12.5,9.84,Low
T0049391,C0038,C0113,28150736,2025-04-30 01:14:22,UPI,Myanmar,India,0,,0.0,0.0,0.0,0.575,5.0,41.2,20.0,57.5,34.67,Low
T0088366,C0067,C0055,663094,2024-05-25 15:04:08,UPI,India,Turkey,0,,0.0,0.0,0.0,0.425,0.0618,12.0,0.25,42.5,13.75,Low
T9300452,C0005,C0056,424847,2025-06-25 23:31:09,UPI,India,India,1,Velocity-Spike,28.375,0.0,0.0,0.1,0.2407,48.0,30.96,10.0,29.98,Low
T0168005,C0128,C0193,30317,2025-02-12 10:18:01,UPI,India,USA,0,,0.0,0.0,0.0,0.125,-0.6078,12.8,0.0,12.5,6.32,Low
T9300064,C0192,C0022,499962,2025-03-10 01:34:11,UPI,Pakistan,India,1,Velocity-Spike,7.0,0.0,0.4257,0.325,0.4023,55.6,31.12,32.5,37.58,Low
T9301445,C0041,C0154,303106,2025-09-20 15:00:10,UPI,UK,India,1,Velocity-Spike,11.0,0.0,0.6464,0.125,-0.0211,46.8,42.93,12.5,36.29,Low
T0230103,C0167,C0191,6373151,2025-04-13 05:30:54,IMPS,India,India,0,,0.0,0.0,0.0,0.1,1.2395,10.8,4.96,10.0,7.68,Low
T9300197,C0104,C0157,344280,2025-05-27 10:19:06,UPI,North Korea,India,1,Velocity-Spike,27.0,0.0,0.0,0.575,0.0674,62.8,30.27,57.5,45.21,Medium
T0241292,C0174,C0058,3049624,2025-10-19 15:43:54,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.039,11.6,0.16,10.0,5.48,Low
T9300626,C0123,C0073,107652,2025-11-29 10:28:02,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.4415,46.8,30.0,10.0,29.2,Low
T9300890,C0035,C0174,44175,2024-05-22 06:01:23,UPI,Germany,India,1,Velocity-Spike,29.0,0.0,0.0,0.125,-0.7802,73.2,30.0,12.5,36.42,Low
T9300737,C0043,C0133,164080,2024-07-17 06:47:17,UPI,India,India,1,Velocity-Spike,28.0,0.0,1.0,0.1,-0.3201,48.8,50.0,10.0,39.7,Low
T9301416,C0157,C0194,197583,2025-01-12 14:30:14,UPI,Nigeria,India,1,Velocity-Spike,27.2857,0.0,0.0,0.325,-0.651,58.4,30.0,32.5,37.72,Low
T9300771,C0043,C0170,329272,2024-07-18 00:24:17,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,0.0352,48.8,30.14,10.0,29.77,Low
T0086276,C0066,C0037,277942,2025-02-27 14:02:48,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.528,12.8,0.0,10.0,5.7,Low
T0046679,C0037,C0071,1876533,2024-07-15 01:46:39,IMPS,India,India,0,,1.0,0.0,0.0,0.1,-0.3847,8.8,3.0,10.0,6.2,Low
T9300031,C0063,C0046,241599,2024-12-16 21:51:58,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.1534,46.8,30.0,10.0,29.2,Low
T9301417,C0157,C0150,455989,2025-01-12 23:00:14,UPI,Nigeria,India,1,Velocity-Spike,27.8462,0.0,0.0,0.325,-0.2553,58.4,30.0,32.5,37.72,Low
T0203704,C0154,C0074,4995826,2024-08-11 14:41:38,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.742,8.0,2.97,10.0,5.98,Low
T0000230,C0001,C0005,490062,2024-10-07 11:21:30,UPI,India,UAE,0,,0.0,0.0,0.0,0.425,-0.2031,10.8,0.0,42.5,13.32,Low
T0173566,C0131,C0138,3133770,2024-08-09 12:13:43,Card,USA,India,0,,0.0,0.0,0.0,0.125,0.0694,8.4,0.28,12.5,5.36,Low
T9300218,C0104,C0184,470121,2025-05-27 13:36:06,UPI,North Korea,India,1,Velocity-Spike,29.0,0.0,0.0,0.575,0.3381,62.8,31.35,57.5,45.75,Medium
T0068618,C0052,C0111,347670,2025-01-05 06:23:45,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.0747,11.2,0.3,10.0,5.45,Low
T0165980,C0127,C0055,2441658,2025-12-31 01:18:21,IMPS,USA,Germany,0,,0.0,0.0,0.0,0.125,-0.1806,10.8,0.0,12.5,5.82,Low
T9300339,C0091,C0157,71661,2024-11-22 18:06:48,UPI,Germany,India,1,Velocity-Spike,29.0,0.0,0.0,0.125,-0.7288,71.2,30.0,12.5,35.92,Low
T0060371,C0043,C0177,74866,2024-03-05 20:01:12,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.512,48.8,0.0,10.0,14.7,Low
T9300607,C0123,C0062,471791,2025-11-29 00:18:02,UPI,India,India,1,Velocity-Spike,21.0,0.0,0.0,0.1,0.3417,46.8,31.37,10.0,29.88,Low
T9300570,C0178,C0182,377135,2025-07-28 05:46:51,UPI,India,India,1,Velocity-Spike,21.0,0.0,1.0,0.1,0.1381,67.6,50.55,10.0,44.68,Medium
T0027669,C0031,C0058,2389624,2024-02-04 21:11:14,UPI,Germany,India,0,,0.0,0.0,0.4486,0.125,-0.1994,8.4,8.97,12.5,9.71,Low
T0101345,C0077,C0173,558872,2025-02-19 13:09:18,Card,USA,India,0,,0.0,0.0,0.0,0.125,-0.0978,13.6,0.0,12.5,6.52,Low
T9300794,C0189,C0076,233680,2025-03-20 07:44:46,UPI,UAE,India,1,Velocity-Spike,10.0,0.0,0.0,0.325,-0.4257,77.2,30.0,32.5,42.42,Medium
T0124265,C0094,C0089,3442753,2025-08-25 21:10:54,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.181,10.8,0.72,10.0,5.56,Low
T0019149,C0021,C0029,197151,2025-09-03 01:53:28,IMPS,Turkey,India,0,,0.0,0.0,0.0,0.325,-0.249,52.4,0.0,32.5,21.22,Low
T0232918,C0167,C0073,2044651,2024-08-25 14:34:49,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.324,10.8,0.0,10.0,5.2,Low
T0088322,C0067,C0080,381180,2024-12-01 03:17:56,Card,India,Pakistan,0,,0.0,0.0,0.0,0.425,-0.3699,12.0,0.0,42.5,13.62,Low
T9400009,C0129,C0160,816213,2024-03-01 10:42:11,SWIFT,India,Cayman Islands,1,Geographic-Risk,0.0,0.0,0.0,0.5,-0.7677,12.4,0.0,50.0,15.6,Low
T0255613,C0183,C0085,419124,2024-12-21 11:10:46,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.3118,14.4,0.0,10.0,6.1,Low
T9300049,C0063,C0008,340777,2024-12-17 09:51:58,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,0.0599,46.8,30.24,10.0,29.32,Low
T0075394,C0059,C0081,5765397,2024-05-12 00:55:52,UPI,USA,USA,0,,0.0,0.0,0.0,0.1,1.0199,8.0,4.08,10.0,6.54,Low
T0254573,C0183,C0054,906820,2024-04-06 05:48:08,NEFT,India,India,0,,1.0,1.0,0.0,0.1,0.4351,14.4,29.74,10.0,20.97,Low
T9301383,C0157,C0158,284317,2025-01-12 12:12:14,UPI,Nigeria,India,1,Velocity-Spike,23.0,0.0,0.0,0.325,-0.5182,78.4,30.0,32.5,42.72,Medium
T0121909,C0094,C0121,4558600,2024-01-14 22:58:08,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.584,10.8,2.34,10.0,6.37,Low
T0183367,C0139,C0002,3001827,2024-05-31 23:04:34,Card,India,India,0,,0.0,0.0,0.0,0.1,0.0217,10.8,0.09,10.0,5.24,Low
T9300751,C0043,C0081,170240,2024-07-17 15:27:17,UPI,India,India,1,Velocity-Spike,29.0,0.0,1.0,0.1,-0.3069,48.8,50.0,10.0,39.7,Low
T9301392,C0157,C0067,404963,2025-01-12 13:00:14,UPI,Nigeria,India,1,Velocity-Spike,27.0,0.0,0.0,0.325,-0.3335,58.4,30.0,32.5,37.72,Low
T0011308,C0014,C0060,309958,2025-10-16 17:53:29,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.9506,8.4,0.0,10.0,4.6,Low
T9300545,C0178,C0031,198077,2025-07-28 04:05:51,UPI,India,India,1,Velocity-Spike,16.0,0.0,1.0,0.1,-0.247,47.6,50.0,10.0,39.4,Low
T9300772,C0043,C0128,291228,2024-07-17 16:07:17,UPI,India,India,1,Velocity-Spike,29.0,0.0,1.0,0.1,-0.0466,48.8,50.0,10.0,39.7,Low
T9301476,C0041,C0187,388064,2025-09-20 23:57:10,UPI,UK,India,1,Velocity-Spike,29.0,0.0,0.0,0.125,0.1616,46.8,30.65,12.5,30.15,Low
T0236471,C0169,C0185,285981,2024-01-16 01:29:09,UPI,India,UAE,0,,0.0,0.0,0.0,0.425,-0.5157,16.4,0.0,42.5,14.72,Low
T9301336,C0017,C0129,180092,2025-08-19 04:09:27,UPI,Pakistan,India,1,Velocity-Spike,27.0,0.0,0.0,0.325,-0.5259,79.2,30.0,32.5,42.92,Medium
T0210676,C0159,C0086,206596,2024-01-11 14:16:57,Card,India,USA,0,,1.0,0.0,0.0,0.125,-0.9879,10.4,3.0,12.5,7.22,Low
T0074503,C0059,C0051,4130939,2025-06-04 20:14:56,UPI,USA,India,0,,0.0,0.0,0.0,0.125,0.4296,8.0,1.72,12.5,5.98,Low
T0128971,C0100,C0196,1037631,2024-08-30 16:17:59,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.6877,8.0,0.0,10.0,4.5,Low
T9300127,C0019,C0164,85089,2025-03-20 01:54:09,UPI,Nigeria,India,1,Velocity-Spike,9.0,0.0,0.0,0.325,-0.49,55.6,27.0,32.5,35.52,Low
T0259439,C0188,C0030,789662,2024-11-09 20:17:19,UPI,Pakistan,India,0,,0.0,0.0,0.0,0.325,0.2557,34.8,1.02,32.5,17.34,Low
T0052937,C0038,C0149,6216375,2024-05-19 12:40:41,UPI,Myanmar,Germany,0,,0.0,0.0,0.0,0.575,1.1828,41.2,4.73,57.5,27.04,Low
T9300389,C0121,C0052,232447,2025-04-07 02:46:49,UPI,India,India,1,Velocity-Spike,29.0,0.0,1.0,0.1,-0.1731,47.2,50.0,10.0,39.3,Low
T9300819,C0189,C0173,271781,2025-03-20 20:49:46,UPI,UAE,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,-0.3544,77.2,30.0,32.5,42.42,Medium
T0232632,C0167,C0121,6904130,2024-05-05 08:06:09,Card,India,India,0,,0.0,0.0,0.0,0.1,1.4312,10.8,5.72,10.0,8.06,Low
T9300272,C0049,C0026,494423,2025-04-07 23:41:52,UPI,India,India,1,Velocity-Spike,28.2308,0.0,0.0,0.1,-0.1965,52.0,30.0,10.0,30.5,Low
T9300822,C0189,C0164,283548,2025-03-20 20:16:46,UPI,UAE,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,-0.3324,77.2,30.0,32.5,42.42,Medium
T9300332,C0091,C0009,330866,2024-11-22 14:40:48,UPI,Germany,India,1,Velocity-Spike,29.0,0.0,0.0,0.125,-0.2439,71.2,30.0,12.5,35.92,Low
T0084002,C0064,C0173,360633,2025-03-19 06:45:22,SWIFT,India,India,0,,0.0,0.0,1.0,0.1,-0.4014,14.8,20.0,10.0,16.2,Low
T9300930,C0023,C0032,334624,2024-05-23 01:51:45,UPI,Pakistan,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,-0.2369,79.2,30.0,32.5,42.92,Medium
T9300034,C0063,C0200,206355,2024-12-17 00:09:58,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.2292,46.8,30.0,10.0,29.2,Low
T9301352,C0017,C0086,180545,2025-08-19 03:04:27,UPI,Pakistan,India,1,Velocity-Spike,23.0,0.0,0.0,0.325,-0.5251,79.2,30.0,32.5,42.92,Medium
T9300780,C0189,C0173,193480,2025-03-20 06:52:46,UPI,UAE,India,1,Velocity-Spike,5.0,0.0,0.0,0.325,-0.5009,77.2,15.0,32.5,34.92,Low
T0132053,C0100,C0064,815791,2024-07-20 17:03:18,IMPS,India,Turkey,0,,0.0,0.0,1.0,0.425,-0.7679,8.0,20.0,42.5,22.62,Low
T0189373,C0142,C0141,315374,2025-09-07 19:07:09,Card,India,India,0,,0.0,0.0,0.0,0.1,-0.4707,11.2,0.0,10.0,5.3,Low
T0230016,C0167,C0138,6458604,2024-09-10 01:43:41,SWIFT,India,India,0,,0.0,0.0,0.0,0.1,1.2703,10.8,5.08,10.0,7.74,Low
T0205016,C0154,C0063,3772806,2024-09-17 09:02:51,RTGS,India,India,0,,0.0,0.0,0.0,0.1,0.3002,8.0,1.2,10.0,5.1,Low
T0077917,C0059,C0123,2828382,2025-02-15 05:47:37,RTGS,USA,India,0,,0.0,0.0,0.0,0.125,-0.0409,8.0,0.0,12.5,5.12,Low
T0013001,C0014,C0091,137998,2024-01-27 21:05:41,Card,India,India,0,,0.0,0.0,0.0,0.1,-1.0127,28.4,0.0,10.0,9.6,Low
T0130083,C0100,C0183,1844008,2025-02-17 12:10:19,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.3965,8.0,0.0,10.0,4.5,Low
T0068142,C0051,C0105,43146,2024-04-17 13:22:14,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.5802,46.4,0.0,10.0,14.1,Low
T9300112,C0192,C0145,45579,2025-03-10 14:34:11,UPI,Pakistan,India,1,Velocity-Spike,29.0,0.0,1.0,0.325,-0.575,55.6,50.0,32.5,47.02,Medium
T9301481,C0041,C0183,152122,2025-09-21 12:54:10,UPI,UK,India,1,Velocity-Spike,26.5,0.0,0.0,0.125,-0.3458,46.8,30.0,12.5,29.82,Low
T9300417,C0005,C0048,484557,2025-06-25 11:50:09,UPI,India,India,1,Velocity-Spike,2.0,0.0,0.0,0.1,0.3691,48.0,7.48,10.0,18.24,Low
T9301298,C0184,C0072,5725,2024-10-30 02:24:48,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.6607,47.2,30.0,10.0,29.3,Low
T9100011,C0054,C0117,4370737,2024-05-07 21:42:44,SWIFT,Cayman Islands,India,1,Layering,0.0,0.0,0.0,0.375,5.0,14.0,20.0,37.5,22.88,Low
T9300473,C0005,C0125,260260,2025-06-26 07:09:09,UPI,India,India,1,Velocity-Spike,28.4643,0.0,0.0,0.1,-0.1133,48.0,30.0,10.0,29.5,Low
T0021104,C0025,C0060,16084,2025-12-06 04:05:36,NEFT,Myanmar,India,0,,0.0,0.0,0.0,0.575,-0.6384,42.4,0.0,57.5,24.98,Low
T9301462,C0041,C0127,464008,2025-09-20 18:42:10,UPI,UK,India,1,Velocity-Spike,27.0,0.0,0.4223,0.125,0.3249,46.8,39.75,12.5,34.7,Low
T0080429,C0061,C0186,1044587,2024-04-15 15:33:30,UPI,Nigeria,India,0,,0.0,0.0,0.0,0.325,0.6461,27.2,2.58,32.5,16.22,Low
T0019750,C0021,C0040,86214,2025-07-08 01:32:21,UPI,Turkey,India,0,,0.0,0.0,0.0,0.325,-0.4876,52.4,0.0,32.5,21.22,Low
T0073611,C0058,C0168,245131,2024-06-02 07:04:30,NEFT,Pakistan,India,0,,0.0,0.0,0.0,0.325,-0.5782,34.4,0.0,32.5,16.73,Low
T0176178,C0135,C0184,2063913,2025-03-04 23:41:23,UPI,India,USA,0,,0.0,0.0,0.0,0.125,-0.317,12.8,0.0,12.5,6.32,Low
T0229293,C0167,C0145,7698477,2024-09-11 18:22:05,NEFT,India,Germany,0,,0.0,0.0,0.0,0.125,1.7182,10.8,6.87,12.5,9.26,Low
T9300068,C0192,C0110,244628,2025-03-10 03:23:11,UPI,Pakistan,India,1,Velocity-Spike,9.0,0.0,0.8701,0.325,-0.1469,55.6,44.4,32.5,44.22,Medium
T0265558,C0196,C0112,1490197,2025-02-17 22:47:17,UPI,Germany,India,0,,0.0,0.0,0.0,0.125,1.3285,11.6,5.31,12.5,8.68,Low
T9300039,C0063,C0134,49785,2024-12-16 15:33:58,UPI,India,India,1,Velocity-Spike,25.0,0.0,0.0,0.1,-0.5659,66.8,30.0,10.0,34.2,Low
T0012129,C0014,C0059,255299,2025-05-26 19:59:02,UPI,India,Germany,0,,0.0,0.0,0.0,0.125,-0.9703,8.4,0.0,12.5,5.22,Low
T9301066,C0006,C0106,461256,2025-10-14 16:53:21,UPI,Turkey,India,1,Velocity-Spike,29.0,0.0,0.5474,0.325,-0.0,79.6,40.95,32.5,48.5,Medium
T0152900,C0116,C0005,5021896,2024-12-13 17:33:29,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.7514,10.0,3.01,10.0,6.5,Low
T9300200,C0104,C0159,473822,2025-05-27 08:49:06,UPI,North Korea,India,1,Velocity-Spike,22.0,0.0,0.0,0.575,0.3461,62.8,31.38,57.5,45.76,Medium
T0163478,C0126,C0154,3521305,2025-09-29 13:16:19,UPI,Turkey,UK,0,,0.0,0.0,0.0,0.325,0.2094,22.4,0.84,32.5,14.14,Low
T0029160,C0031,C0122,3534649,2025-11-26 08:01:33,Card,Germany,India,0,,0.0,0.0,0.0,0.125,0.2142,8.4,0.86,12.5,5.66,Low
T0065457,C0050,C0122,989902,2025-04-05 17:48:07,NEFT,India,India,0,,0.0,1.0,0.2768,0.1,-0.705,8.4,30.54,10.0,19.87,Low
T0238008,C0169,C0157,275701,2024-07-30 11:41:16,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.5314,16.4,0.0,10.0,6.6,Low
T9300667,C0021,C0109,112623,2025-02-14 19:02:32,UPI,Turkey,India,1,Velocity-Spike,20.0,0.0,0.0,0.325,-0.4308,52.4,30.0,32.5,36.22,Low
T9300425,C0005,C0012,86238,2025-06-25 12:24:09,UPI,India,India,1,Velocity-Spike,4.0,0.0,0.0,0.1,-0.4875,48.0,12.0,10.0,20.5,Low
T0167780,C0128,C0069,68940,2024-06-28 23:27:23,IMPS,India,Singapore,0,,0.0,0.0,0.0,0.125,-0.5247,12.8,0.0,12.5,6.32,Low
T9300304,C0091,C0060,129627,2024-11-22 03:10:48,UPI,Germany,India,1,Velocity-Spike,4.0,0.0,0.0,0.125,-0.6203,71.2,12.0,12.5,26.92,Low
T9100060,C0089,C0081,2456102,2024-04-26 02:10:58,RTGS,India,Singapore,1,Layering,0.0,0.0,0.0,0.125,4.6094,10.4,18.44,12.5,14.94,Low
T0072384,C0057,C0046,55307,2025-09-14 15:05:07,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.554,11.2,0.0,10.0,5.3,Low
T0124576,C0094,C0140,3276837,2024-02-18 13:57:05,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.1211,10.8,0.48,10.0,5.44,Low
T0019186,C0021,C0115,181104,2024-06-17 11:17:01,IMPS,Turkey,India,0,,0.0,0.0,0.0,0.325,-0.2835,52.4,0.0,32.5,21.22,Low
T0250707,C0180,C0107,1136354,2025-04-10 03:43:11,RTGS,India,UK,0,,0.0,0.0,0.0,0.125,-0.6521,8.0,0.0,12.5,5.12,Low
T9200013,C0064,C0077,2724617,2025-02-01 03:21:17,NEFT,India,India,1,Round-Tripping,0.0,0.0,0.967,0.1,3.2188,14.8,32.22,10.0,22.31,Low
T0045635,C0037,C0060,1108243,2024-12-30 14:37:40,UPI,India,Turkey,0,,0.0,0.0,0.0,0.425,-0.6622,8.8,0.0,42.5,12.82,Low
T9300263,C0049,C0105,355599,2025-04-07 17:40:52,UPI,India,India,1,Velocity-Spike,21.0,0.0,0.0,0.1,-0.4091,52.0,30.0,10.0,30.5,Low
T9301099,C0111,C0112,193538,2025-10-12 09:29:46,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.2568,48.0,30.0,10.0,29.5,Low
T0141599,C0111,C0186,155493,2025-06-22 06:27:28,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.3386,48.0,0.0,10.0,14.5,Low
T0111343,C0087,C0026,2354671,2025-10-05 06:12:43,NEFT,India,India,0,,0.0,0.0,0.0,0.1,2.6523,12.8,10.61,10.0,11.0,Low
T9300525,C0053,C0031,403893,2024-10-08 18:20:29,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,0.1957,46.8,30.78,10.0,29.59,Low
T9300659,C0021,C0146,424465,2025-02-14 16:35:32,UPI,Turkey,India,1,Velocity-Spike,7.0,0.0,0.0,0.325,0.2399,52.4,21.96,32.5,32.2,Low
T0100682,C0077,C0103,744745,2025-10-03 17:37:55,UPI,USA,Singapore,0,,0.0,0.0,0.0,0.125,0.1869,13.6,0.75,12.5,6.9,Low
T9000134,C0182,C0143,904980,2024-07-28 08:05:30,NEFT,India,India,1,Structuring,2.0,1.0,0.0,0.1,0.83,38.8,34.32,10.0,29.36,Low
T0247738,C0179,C0082,1078664,2025-07-15 01:57:38,UPI,India,Germany,0,,0.0,0.0,0.0,0.125,0.6982,12.0,2.79,12.5,7.52,Low
T0007788,C0013,C0045,117441,2024-05-09 01:31:23,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.4204,11.6,0.0,10.0,5.4,Low
T9300555,C0178,C0072,201192,2025-07-28 04:49:51,UPI,India,India,1,Velocity-Spike,19.0,0.0,1.0,0.1,-0.2403,47.6,50.0,10.0,39.4,Low
T0118618,C0094,C0181,1590944,2024-08-17 15:53:58,NEFT,India,India,0,,0.0,0.0,1.0,0.1,-0.4879,10.8,20.0,10.0,15.2,Low
T0176571,C0135,C0001,6128180,2024-06-02 02:30:31,UPI,India,India,0,,0.0,0.0,0.0,0.1,1.151,12.8,4.6,10.0,8.0,Low
T0129974,C0100,C0197,1037196,2024-01-29 12:57:55,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.6879,8.0,0.0,10.0,4.5,Low
T9300957,C0002,C0183,471780,2024-12-15 06:16:23,UPI,India,India,1,Velocity-Spike,21.0,0.0,0.9733,0.1,0.3417,46.4,50.83,10.0,39.52,Low
T0013385,C0014,C0140,144168,2024-01-14 13:05:49,IMPS,India,Iran,0,,0.0,0.0,0.0,0.8,-1.0104,8.4,0.0,80.0,22.1,Low
T9300142,C0019,C0149,98173,2025-03-20 04:15:09,UPI,Nigeria,India,1,Velocity-Spike,18.0,0.0,0.0,0.325,-0.4619,55.6,30.0,32.5,37.02,Low
T0104083,C0078,C0105,283322,2024-08-26 15:13:42,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.5197,15.6,0.0,10.0,6.4,Low
T9200035,C0143,C0141,2124340,2025-05-21 09:47:15,IMPS,India,India,1,Round-Tripping,0.0,0.0,0.8122,0.1,-0.2952,10.0,16.24,10.0,13.12,Low
T9300193,C0104,C0051,132174,2025-05-27 05:43:06,UPI,North Korea,India,1,Velocity-Spike,11.0,0.0,0.0,0.575,-0.3887,62.8,30.0,57.5,45.08,Medium
T9300077,C0192,C0016,14850,2025-03-10 08:07:11,UPI,Pakistan,India,1,Velocity-Spike,27.0,0.0,1.0,0.325,-0.6411,55.6,50.0,32.5,47.02,Medium
